1.289871,1,2.009315,-1.435242,-2.137051,6.136854
-1.829057,0,-3.807862,-0.165818,1.75571,3.481052
-1.321613,1,-3.881755,3.849875,5.360843,0.7112865
-4.412603,1,-4.737652,-2.165796,1.015656,2.754393
-4.270897,1,-6.49248,1.66242,3.949944,2.904638
-0.5639848,0,-2.070871,3.110492,0.1390052,1.691055
-0.1549311,0,-0.9736927,2.12139,-1.126898,-1.999697
-4.220528,0,-8.864002,1.457499,-1.026361,-0.4490795
-1.657969,0,-3.348004,0.2190445,-3.192834,-0.5527498
-1.375832,0,-3.208984,2.033481,-1.331723,3.030029
1.802875,1,-0.2618432,4.438395,3.803088,0.017016
-1.535725,0,-1.609798,-7.494322,-1.791513,1.590178
-1.212251,0,-2.301148,-0.9877675,-0.250952,1.640902
-1.067029,0,-3.316253,5.897494,-3.502358,-1.6034
-1.882303,0,-4.283429,2.193171,-2.817246,-0.1270096
-0.8125066,0,-2.003123,1.540892,-2.307282,2.109951
1.80389,1,-1.418716,6.732073,2.717993,0.2687466
-0.0274077,0,-0.6544421,2.658516,-3.484519,4.531464
0.0548339,0,-1.582059,7.375487,2.247168,-3.973181
-2.014704,0,-3.954641,-0.4381337,-3.240658,4.606805
-2.855005,1,-3.046703,-1.659844,0.8067386,3.90658
1.096351,0,0.9482651,6.184158,-8.835755,2.029596
-0.5787212,0,-1.091614,-0.4133544,-2.73368,-0.5469621
-2.308007,1,-3.159099,-0.1008087,2.064887,-1.294398
-2.455472,0,-5.945911,5.058927,-5.085446,2.288793
0.5534766,0,0.2660339,4.132317,-3.545624,-1.944784
0.0485502,0,-2.079781,9.684929,4.075662,2.581932
1.941704,0,3.649995,0.7207471,-1.316108,1.755443
-2.13178,0,-5.544792,5.752527,-5.448677,-2.457572
0.2562712,1,-0.5653592,1.153141,1.175766,-2.750451
-0.6530638,0,-1.794287,1.989157,0.2236523,2.207807
-2.318273,1,-4.491827,2.574018,1.249637,-2.356226
0.083587,0,-0.8120317,4.32391,-5.16163,-1.260628
-6.023138,1,-7.737211,-0.2032211,-3.367729,3.124594
-2.427408,1,-4.587074,2.511827,2.099208,0.6812176
-0.7389685,0,-2.344283,4.632628,-6.265709,-4.945035
-1.061187,1,-1.731919,0.1919505,-0.1730298,-1.89015
2.370171,1,2.29816,0.6996747,0.0416016,3.08852
0.6150451,1,2.07047,-3.228624,3.218297,0.2751043
-0.6851914,0,-2.979923,7.164704,1.07496,-0.0470212
-1.201328,0,-3.121382,2.964346,-0.4348368,0.3663675
0.3538579,1,-0.5457538,1.357249,1.886816,0.7933996
2.576163,1,0.9986957,3.848009,3.873644,2.069184
-1.738958,0,-4.047094,2.455749,-4.683322,3.225632
1.1652,1,-1.490825,5.292232,3.322737,0.5775376
0.067271,0,-0.7973785,4.009402,-7.523263,3.000142
-1.14556,0,-2.758551,1.486654,-4.744222,0.784972
0.3962154,0,0.5938652,0.5490613,-0.4897245,-5.475016
0.5223864,1,-0.7467273,2.222549,8.269591,-8.034089
0.2795318,0,0.5198612,-0.2498244,-1.443013,4.977981
3.701028,1,2.681428,3.239959,-2.17692,4.581165
-1.912188,1,-3.19398,0.9953092,-1.599151,3.650394
1.478123,1,1.006601,1.052913,-0.4515727,-1.99101
-2.852209,0,-6.915301,5.722898,0.5942346,-4.768679
-4.233647,0,-8.077623,-2.853628,-4.355066,4.381742
0.2966955,1,-2.16824,4.46488,1.191788,3.208627
3.711797,1,1.738649,5.18954,-1.980938,7.621128
-1.052683,0,-2.940611,3.806159,-2.809094,-0.1357661
-2.748691,0,-4.535598,-5.023479,-2.24829,2.313104
1.27706,0,3.262547,-4.531613,-0.8218846,0.3588828
-0.9795753,0,-1.341761,-3.245739,-4.28012,-3.566045
1.919241,0,2.924962,3.287169,-0.6518031,2.847057
1.715374,1,-0.2365164,4.152216,-0.5003722,-1.450564
-6.878145,1,-7.893611,-2.018726,-1.749854,5.212321
-1.980321,0,-4.271658,0.9685401,-1.216751,-4.047326
-2.2057,1,-3.115177,0.1008471,-0.698561,3.60341
-1.537076,0,-4.035306,3.689981,-1.909631,1.257206
3.545448,1,1.92482,4.356128,-3.483544,2.931053
0.8531189,1,2.260355,-3.044766,-2.472459,1.678378
-4.287272,1,-6.203373,1.081917,-1.245473,3.950092
-0.9054785,1,-2.685532,2.477004,2.300949,-2.588601
0.1043284,1,-2.803499,5.241796,0.8072683,4.414714
-1.394956,0,-2.891684,0.7870822,-5.731624,-1.290138
-1.72725,0,-3.924611,1.508856,0.951266,4.067575
-1.294617,1,-2.860277,1.870228,0.2931134,4.403528
0.5518944,1,1.562806,-2.366645,-1.35181,2.059956
-0.0118761,0,-1.349347,6.73185,-4.788011,-1.419322
-1.001765,1,-2.402821,1.659082,-1.178036,4.38147
0.1188238,0,-0.1040643,1.551394,-4.515397,-4.044047
1.18312,1,-3.616381,9.579175,-0.7224072,-1.216571
-0.3716033,1,-3.512106,5.434624,-5.038946,6.895712
-1.511706,0,-4.337925,5.148633,-1.06998,1.169139
-3.373377,1,-5.573309,2.104737,-0.5821562,2.799751
0.1539884,0,-1.024516,6.145852,-1.739859,1.789693
-1.787842,0,-3.508016,-1.071209,-2.070888,-1.163524
-0.5324806,1,-3.534729,5.118999,-1.165015,3.17291
-0.8770112,1,0.8035595,-4.410113,-1.398028,2.707292
0.6363503,0,1.553624,-2.625221,1.428104,-0.6044253
3.348527,1,4.665442,-1.638023,2.885277,1.812252
-1.029995,0,-1.73168,-2.054313,-0.5656391,2.220345
2.650568,1,1.281619,3.467374,0.7978424,3.016303
-2.543564,0,-5.877074,2.651544,3.827059,0.6083838
-3.584117,1,-5.113377,0.6280005,-2.995907,6.393329
-1.856732,0,-3.972334,0.6128417,-2.192975,4.063392
0.9518555,0,1.216666,3.177649,-0.8638881,0.3207843
-0.6983559,0,-1.58619,0.5415217,-6.084244,1.490199
-2.240174,0,-5.163141,3.318477,-4.019776,-2.474535
-1.718148,1,-2.275505,-0.3702301,5.360546,3.944355
